id_,title,period,city,state,country,address,source,url,quantity,initial_date,final_date,language,latitude,longitude
0219_NB_USA,Noticias,Three,El Paso,Texas,United States,409 El Paso St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",11,"October 14, 1899","January 0, 1900",Spanish,31.759347,-106.490267
0221_NB_USA,Nuevo Mexicano,Three,Santa Fe,New Mexico,United States,Avenida de Palacio,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",41,"August 16, 1890",9-May-08,Spanish,35.687858,-105.93922
0223_NB_USA,Observador Fronterizo,Three,Las Cruces,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"September 11, 1888","October 9, 1888",Spanish,32.31178,-106.776605
0225_NB_USA,Opinión Pública,Three,Albuquerque,New Mexico,United States,Ferrocarril Ave 404 (now Central Avenue),Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",42,"July 2, 1892",2-Mar-07,Spanish,35.084664,-106.651852
0226_NB_USA,Opinión Pública,Three,El Paso,Texas,United States,511 S. El Paso St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"May 11, 1895","May 11, 1895",Spanish,31.75466,-106.488368
0227_NB_USA,Patria,Three,El Paso,Texas,United States,817 S. El Paso St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",65,18-Jun-19,12-Aug-23,Spanish,31.751919,-106.487311
0230_NB_USA,Political Comet,Three,Las Vegas,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"November 4, 1882","November 4, 1882",Spanish,35.59238,-105.227555
0231_NB_USA,Progresista,Three,El Paso,Texas,United States,314 El Paso St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,17-Jun-01,1-Jul-01,Spanish,31.7564,-106.488204
0232_NB_USA,Progreso,Three,Socorro,New Mexico,United States,"North side of the Plaza, in Juan Jose Baca Block",Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",6,"May 17, 1887","August 9, 1887",Spanish,34.057843,-106.893586
0233_NB_USA,Progreso,Three,Brownsville,Texas,United States,Calle 12 entre Leves y Elizabeth,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",153,"January 4, 1876","December 31, 1876",Spanish,25.900672,-97.49855
0234_NB_USA,Promotor Escolar,Three,Las Cruces,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",5,"September 12, 1891","February 16, 1892",Spanish,32.310366,-106.775599
0235_NB_USA,Puerto,Three,Brownsville,Texas,United States,908 E. Adame St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",270,6-Jan-54,30-Dec-61,Spanish,25.904191,-97.498783
0236_NB_USA,Ranchero,Three,San Antonio,Texas,United States,S. Presa St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",4,"July 04, 1856","July 28, 1856",Spanish,29.356311,-98.464336
0237_NB_USA,Raton Range,Three,Raton,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"June 22, 1893","August 29, 1895",English,36.903384,-104.440974
0238_NB_USA,Raton Reporter,Three,Raton,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"July 12, 1893","July 12, 1893",Spanish,36.90207,-104.439802
0239_NB_USA,Renacimiento,Three,El Paso,Texas,United States,P.O. Box 1950,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,28-May-23,14-Jun-23,Spanish,31.760147,-106.487438
0241_NB_USA,República,Three,El Paso,Texas,United States,315 San Jacinto St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",59,1-Nov-19,23-May-23,Spanish,31.759405,-106.488266
0243_NB_USA,Republican,Three,Brownsville,Texas,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"July 5, 1865","July 5, 1866","English, Spanish",25.931787,-97.498724
0244_NB_USA,Revista,Three,Albuquerque,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"December 5, 1881","December 5, 1881",Spanish,35.304858,-106.546978
0245_NB_USA,Revista Católica,Three,Las Vegas,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",365,"January 8, 1888","February 3, 1895",Spanish,35.591947,-105.229179
0247_NB_USA,Rincon Weekly,Three,Rincon,New Mexico,United States,Rincon,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",11,"August 29, 1895","May 11, 1897",English,32.672867,-107.0762911
0248_NB_USA,Roswell Record,Three,Rosewell,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"July 14, 1893","July 14, 1893",English,33.383179,-104.505456
0249_NB_USA,San Francisco Vindicator,Three,San Francisco,California,United States,428 Montgomery St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",9,"May 2, 1887","February 16, 1889",English,37.793165,-122.402735
0250_NB_USA,San Marcial Bee,Three,San Marcial,New Mexico,United States,San Marcial Rd.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",3,"April 29, 1893",29-Mar-02,English,33.698706,-106.990408
0251_NB_USA,San Marcial Reporter,Three,San Marcial,New Mexico,United States,Willow Spring Ranch Rd.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"April 14, 1888","March 8, 1890",English,33.788506,-107.0424223
0253_NB_USA,Santa Fe Daily New Mexican,Three,Santa Fe,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1433,"April 15, 1871",27-Jun-05,"English, Spanish",35.685037,-105.937816
0254_NB_USA,Santa Fe Weekly Express,Three,Santa Fe,New Mexico,United States,U.S. Land Office,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"July 2, 1887","July 3, 1887",English,35.684427,-105.938413
0255_NB_USA,Santa Fe Weekly New Mexican and Livestock Journal,Three,Santa Fe,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",236,"April 25, 1863",30-Aug-06,English,35.680546,-105.938236
0256_NB_USA,Santa Fe Weekly Sun,Three,Santa Fe,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"June 17, 1893","June 17, 1893",English,35.65414,-105.958883
0258_NB_USA,Silver City Enterprise,Three,Silver City,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",6,"September, 17, 1886","August, 23, 1895",English,32.771302,-108.275926
0259_NB_USA,Silver City Independent,Three,Silver City,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",9,"August 3, 1897",5-Nov-01,English,32.771384,-108.273945
0260_NB_USA,Socorro Bullion,Three,Socorro,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"April 24, 1886","September 11, 1886","English, Spanish",34.056909,-106.894409
0261_NB_USA,Sol de Mayo,Three,Las Vegas,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",8,"May 1, 1891","July 24, 1891",English,35.593355,-105.212768
0262_NB_USA,Southwest Sentinel,Three,Silver City,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",16,"October 19, 1886","December 27, 1887",English,32.770579,-108.27657
0263_NB_USA,Sunday Herald,Three,El Paso,Texas,United States,121 El Paso St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",5,"December 30, 1888","April 21, 1889",English,31.757767,-106.488927
0264_NB_USA,Telegraph and Texas Register,One,Austin,Texas,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",13,"October 10, 1835","March 12, 1836",English,30.264667,-97.744527
0266_NB_USA,Texas Gazette,One,Austin,Texas,United States,San Felipe de Austin,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",18,"September 25, 1829","February 18, 1832",English,29.79738,-96.100422
0267_NB_USA,Texas Republican,One,Brazoria,Texas,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",38,"July 05, 1834","October 17, 1834",English,29.05236,-95.569983
0272_NB_USA,Thirty-Four,Three,Las Cruces,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",19,"April 16, 1879","November 3, 1880",English,32.312088,-106.777592
0273_NB_USA,Tiempo,Three,Las Cruces,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",520,"November 9, 1882",1-Jul-11,Spanish,32.31032,-106.775596
0274_NB_USA,Union,Three,Los Angeles,California,United States,Corner New High and Marchessault St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",3,"November 21, 1896","May 15, 1897",Spanish,34.056692,-118.238577
0275_NB_USA,Union,Three,Raton,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",7,"February 26, 1898","September 10, 1898",Spanish,36.90223,-104.440656
0276_NB_USA,Union de Albuquerque,Three,Albuquerque,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"January 2, 1893","January 2, 1893",Spanish,35.084128,-106.649109
0277_NB_USA,Verdad,One,Santa Fe,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"September 12, 1844","September 12, 1844","English, Spanish",35.687801,-105.938215
0278_NB_USA,Verdad,Three,Las Cruces,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",8,"September 16, 1890","April 9, 1894",Spanish,32.312189,-106.779397
0279_NB_USA,Voz de Chile y de las Repúblicas Americanas,Three,San Francisco,California,United States,728 Montgomery St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",41,"October 11, 1867","May 26, 1868",Spanish,37.796805,-122.40313
0280_NB_USA,Voz de Nuevo Mexico,Three,Albuquerque,New Mexico,United States,Ferrocarril Ave 404 (now Central Avenue),Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"September 1, 1894","September 1, 1894",Spanish,35.084668,-106.651925
0281_NB_USA,Voz del Nuevo Mundo,Three,San Francisco,California,United States,Corner of Sansome and Jackson St.,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",101,"March 27, 1865","September 23, 1884",Spanish,37.796548,-122.401605
0282_NB_USA,Voz del Pueblo,Three,Santa Fe,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",3,"April 27, 1889","June 15, 1889",Spanish,35.654366,-105.957423
0283_NB_USA,Voz del Pueblo,Three,Las Vegas,New Mexico,United States,"Post office, East",Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",6,"June 4, 1892",13-Dec-04,Spanish,35.593571,-105.218606
0284_NB_USA,Western Liberal,Three,Lordsburg,New Mexico,United States,Lordsburg,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"June 23, 1893",12-Apr-01,English,32.343895,-108.7027283
0285_NB_USA,White Oaks Eagle,Three,White Oaks,New Mexico,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"August 22, 1895","August 22, 1895",English,33.53557,-105.555113
0286_NB_USA,Zaragoza,Three,Brownsville,Texas,United States,n/a,Newsbank,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"December 20, 1865","December 27, 1865",Spanish,25.907974,-97.495036
0186_NB_USA,Las Dos Repúblicas,Three,Tucson,Arizona,United States,Main Street and Congress Street,Newsbank / American Antiquarian Society,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"August 26, 1877","October 18, 1879",Spanish,32.211408,-110.974021
0022_NB_USA,Cachiporra,Three,Las Vegas,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"October 19, 1888","October 19, 1888",Spanish,35.591796,-105.230475
0024_NB_USA,Campaing Bulletin,Three,Las Vegas,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"August 25, 1880","August 27, 1880",Spanish,35.593379,-105.218391
0031_NB_USA,Clarín Mexicano,Three,Las Vegas,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"October 30, 1890","October 30, 1890",Spanish,32.592084,-105.229821
0043_NB_USA,Crónica,Two & Three,San Francisco,California,United States,186 Montgomery St.,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"December 15, 1854","February 28, 1855",Spanish,37.79074,-122.4022412
0049_NB_USA,Daily Cosmopolitan,Three,Brownsville,Texas,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",294,"August 19, 1881","August 18, 1885",Spanish,25.902278,-97.499633
0057_NB_USA,Defensor del Pueblo,Three,Albuquerque,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",25,"June 27, 1891","May 28, 1892","English, Spanish",35.083215,-106.648361
0074_NB_USA,Eco del Valle,Three,Las Cruces,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",243,18-Nov-05,6-May-06,Spanish,32.312095,-106.777711
0116_NB_USA,Empresa,Three,Las Cruces,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",8,"September 26, 1896","June 12, 1897",Spanish,32.309024,-106.778343
0129_NB_USA,Ferrocarril,Three,Tucson,Arizona,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"May 17, 1885","May 17, 1885",Spanish,32.221004,-110.976813
0130_NB_USA,Flor del Valle,Three,Las Cruces,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",17,"February 3, 1894","October 11, 1894",Spanish,32.311836,-106.776842
0133_NB_USA,Fronterizo,Three,Las Cruces,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",1,"April 29, 1875","April 29, 1875",Spanish,32.314197,-106.778961
0183_NB_USA,Las Cruces Daily Times,Three,Las Cruces,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",3,"May 8, 1899","May 10, 1899",English,32.314855,-106.779581
0192_NB_USA,Lone Star,Three,El Paso,Texas,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",4,"December 24, 1881","February 3, 1883",English,31.760055,-106.492317
0197_NB_USA,Mesilla News,Three,Mesilla,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",39,"February 1, 1879","February 9, 1884","English, Spanish",32.272962,-106.796318
0222_NB_USA,Nuevo Mundo,Three,Albuquerque,New Mexico,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",56,"May 1, 1897",20-Sep-00,Spanish,35.083031,-106.648482
0224_NB_USA,Observador Fronterizo,Three,El Paso,Texas,United States,n/a,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",6,"April 4, 1886","October 24, 1886",Spanish,31.752264,-106.487208
0252_NB_USA,Sancho Panza,Three,El Paso,Texas,United States,416 San Antonio St.,Newsbank & EBSCO 1,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",2,"November 08, 1891","November 28, 1891",Spanish,31.758458,-106.484987
0213_NB_USA,New Mexico Herald,Three,Las Vegas,New Mexico,United States,Noroeste de la Plaza,Newsbank & EBSCO 2,"<a href=https://www.readex.com/content/hispanic-american-newspapers-1808-1980"" target=""_blank"">HERE!</a>",3,"June 25, 1879","July 30, 1879","English, Spanish",35.592925,-105.227643
